,price,age,rep,mil,hyb,4wd,S,G,W,GX,A,X
458,246.5,4,0,0.7,1,0,0,0,1,0,0,0
459,235.7,2,0,0.6,1,0,1,0,0,0,0,0
460,230.0,5,0,3.7,1,0,0,0,1,0,0,0
461,228.3,4,0,3.8,1,0,0,0,1,0,0,0
462,196.3,5,0,6.3,1,0,0,0,1,0,0,0
463,171.5,5,0,3.1,0,0,1,0,0,0,0,0
464,218.5,4,0,5.1,1,1,1,0,0,0,0,0
465,216.1,3,0,1.4,0,0,0,0,1,0,0,0
466,270.1,2,0,0.8,1,0,0,0,1,0,0,0
467,216.8,4,0,0.7,0,0,0,0,1,0,0,0
468,229.5,5,0,3.2,1,0,0,0,1,0,0,0
469,229.4,5,0,1.8,1,0,0,0,1,0,0,0
470,247.3,3,0,3.8,1,0,0,0,1,0,0,0
471,184.0,4,0,7.3,1,0,1,0,0,0,0,0
472,226.4,5,0,3.7,0,0,0,0,1,0,0,0
473,224.3,4,0,4.1,1,0,0,0,1,0,0,0
474,204.5,3,0,4.6,0,0,0,0,1,0,0,0
475,233.3,3,0,3.8,1,0,0,0,1,0,0,0
476,205.6,4,0,4.6,1,0,1,0,0,0,0,0
477,220.3,4,0,4.7,1,0,0,0,1,0,0,0
478,221.9,5,0,4.5,1,0,0,0,1,0,0,0
479,198.1,5,0,4.4,0,0,0,0,1,0,0,0
480,223.8,3,0,1.4,0,0,0,0,1,0,0,0
481,225.0,3,0,4.8,1,0,0,0,1,0,0,0
482,222.7,5,0,4.7,1,0,0,0,1,0,0,0
483,313.4,0,0,1.0,1,1,0,0,1,0,0,0
484,180.3,4,0,2.7,0,0,0,0,0,1,0,0
485,229.3,4,0,3.9,1,0,0,0,1,0,0,0
486,188.0,3,0,9.7,1,0,0,0,1,0,0,0
487,228.3,3,0,5.0,1,0,0,0,1,0,0,0
488,212.5,4,0,4.4,1,0,0,0,1,0,0,0
489,237.5,4,0,3.9,1,0,0,0,1,0,0,0
490,230.3,3,0,3.9,1,0,1,0,0,0,0,0
491,242.7,3,0,3.9,1,0,0,0,1,0,0,0
492,210.4,5,0,1.7,0,0,0,0,1,0,0,0
493,231.2,4,0,4.5,1,0,0,0,1,0,0,0
494,206.0,4,1,4.2,1,0,0,0,1,0,0,0
495,281.2,2,0,0.5,1,1,0,0,1,0,0,0
496,235.9,3,0,4.4,1,0,0,0,1,0,0,0
497,212.0,4,0,3.4,0,0,0,0,1,0,0,0
498,205.8,3,0,6.9,1,1,0,0,0,1,0,0
499,228.9,3,0,3.3,1,0,1,0,0,0,0,0
500,299.9,0,0,0.4,1,0,0,0,1,0,0,0
501,191.4,4,0,8.0,1,0,0,0,1,0,0,0
502,170.4,3,0,6.3,1,0,0,0,0,1,0,0
503,200.8,5,0,2.3,0,0,0,0,1,0,0,0
504,206.5,4,0,4.1,0,0,0,0,1,0,0,0
505,193.2,4,0,7.1,1,0,1,0,0,0,0,0
506,192.6,4,0,8.4,1,0,0,0,1,0,0,0
507,241.5,2,0,4.2,1,0,0,0,1,0,0,0
508,216.7,4,0,1.5,0,0,0,0,1,0,0,0
509,209.4,4,0,6.5,1,0,0,0,1,0,0,0
510,299.2,1,0,0.6,1,0,0,0,1,0,0,0
511,201.1,5,0,4.3,1,0,0,0,0,1,0,0
512,187.0,4,0,4.4,0,0,1,0,0,0,0,0
513,193.8,4,0,7.7,1,1,1,0,0,0,0,0
514,244.1,4,0,2.5,1,0,0,0,1,0,0,0
515,187.0,5,0,1.6,1,0,0,0,0,1,0,0
516,237.0,4,0,4.2,1,0,0,0,1,0,0,0
517,167.2,4,0,6.0,0,0,1,0,0,0,0,0
518,218.9,4,0,5.6,1,0,0,0,1,0,0,0
519,190.8,5,0,5.6,0,0,0,0,1,0,0,0
520,216.7,5,0,4.4,0,0,0,0,1,0,0,0
521,246.5,4,0,1.8,1,0,0,0,1,0,0,0
522,195.5,5,0,4.4,0,0,0,0,1,0,0,0
523,234.1,5,0,3.5,1,0,0,0,1,0,0,0
524,229.2,3,0,1.0,0,0,0,0,1,0,0,0
525,222.1,4,0,5.6,1,0,0,0,1,0,0,0
526,220.0,2,0,1.1,0,0,1,0,0,0,0,0
527,260.6,1,0,0.6,0,0,0,0,1,0,0,0
528,239.4,4,0,2.5,1,0,0,0,1,0,0,0
529,236.9,3,0,4.8,1,0,0,0,1,0,0,0
530,199.9,3,0,11.1,0,0,0,0,1,0,0,0
531,230.9,2,0,4.7,1,0,0,0,1,0,0,0
532,228.8,3,0,2.5,1,0,0,0,1,0,0,0
533,242.1,3,0,2.7,1,0,0,0,1,0,0,0
534,224.5,2,0,0.6,0,0,0,0,1,0,0,0
535,255.8,2,0,0.5,1,0,0,0,1,0,0,0
536,270.9,2,0,2.1,1,0,0,0,1,0,0,0
537,256.0,3,0,0.9,1,0,0,0,1,0,0,0
538,235.3,4,0,4.0,1,0,0,0,1,0,0,0
539,210.2,5,0,1.2,0,0,0,0,1,0,0,0
540,240.5,5,0,1.6,1,0,0,0,1,0,0,0
541,287.6,1,0,1.7,1,0,0,0,1,0,0,0
542,183.2,3,0,9.9,1,0,0,0,1,0,0,0
543,232.4,3,0,4.6,1,0,0,0,1,0,0,0
544,243.0,2,0,4.4,1,0,0,0,1,0,0,0
545,172.0,5,0,6.3,0,0,1,0,0,0,0,0
546,240.8,4,0,2.9,1,0,0,0,1,0,0,0
547,252.0,4,0,2.9,1,0,0,0,1,0,0,0
548,295.0,2,0,0.5,1,1,0,0,1,0,0,0
549,234.0,4,0,4.3,1,0,0,0,1,0,0,0
550,222.4,4,0,5.2,1,0,0,0,1,0,0,0
551,258.3,3,0,2.0,1,0,0,0,1,0,0,0
552,295.1,1,0,0.7,1,1,0,0,1,0,0,0
553,226.1,3,0,2.9,0,0,0,0,1,0,0,0
554,212.3,4,0,5.0,1,0,0,0,1,0,0,0
555,240.5,2,0,4.7,1,0,0,0,1,0,0,0
556,226.1,4,0,1.8,0,0,0,0,1,0,0,0
557,240.3,4,0,2.8,1,0,0,0,1,0,0,0
558,184.5,3,0,9.6,1,0,0,0,1,0,0,0
559,195.6,4,0,6.5,1,0,1,0,0,0,0,0
560,172.7,5,0,8.1,1,0,1,0,0,0,0,0
561,198.2,5,0,4.3,0,0,0,0,1,0,0,0
562,255.9,3,0,2.1,1,0,0,0,1,0,0,0
563,250.5,4,0,1.7,1,0,0,0,1,0,0,0
564,237.1,4,0,4.0,1,0,0,0,1,0,0,0
565,188.3,5,0,8.4,1,0,0,0,1,0,0,0
566,223.2,4,0,5.6,1,0,0,0,1,0,0,0
567,234.1,4,0,4.5,1,0,0,0,1,0,0,0
568,301.3,1,0,1.2,1,0,0,0,1,0,0,0
569,331.7,0,0,0.5,1,1,0,0,1,0,0,0
570,195.2,3,0,4.4,0,0,1,0,0,0,0,0
571,239.7,2,0,3.2,0,0,0,0,1,0,0,0
572,199.8,4,0,9.9,1,1,0,0,1,0,0,0
573,262.4,3,0,1.9,1,0,0,0,1,0,0,0
574,278.1,2,0,1.1,1,0,0,0,1,0,0,0
575,209.6,4,0,5.9,1,0,1,0,0,0,0,0
576,241.7,4,0,3.3,1,0,0,0,1,0,0,0
577,205.5,4,0,2.0,0,0,1,0,0,0,0,0
578,259.4,3,0,2.9,1,0,0,0,1,0,0,0
579,246.3,2,0,0.5,1,0,0,0,0,1,0,0
580,230.1,5,0,2.4,1,0,0,0,1,0,0,0
581,255.0,4,0,2.9,1,0,0,0,1,0,0,0
582,254.8,5,0,1.7,1,0,0,0,1,0,0,0
583,249.7,4,0,3.8,1,0,0,0,1,0,0,0
584,263.9,3,0,1.7,1,0,0,0,1,0,0,0
585,231.9,3,1,1.4,1,0,0,0,1,0,0,0
586,185.9,3,0,9.7,1,0,0,0,1,0,0,0
587,257.4,3,0,3.5,1,0,0,0,1,0,0,0
588,258.0,3,0,2.9,1,0,0,0,1,0,0,0
589,209.2,5,0,2.3,0,0,0,0,1,0,0,0
590,215.8,5,0,6.2,1,0,0,0,1,0,0,0
591,250.4,4,0,1.2,1,0,0,0,1,0,0,0
592,185.8,5,0,9.3,1,0,0,0,1,0,0,0
593,265.9,3,0,2.8,1,0,0,0,1,0,0,0
594,229.8,4,0,5.0,1,0,0,0,1,0,0,0
595,247.8,3,0,4.4,1,0,0,0,1,0,0,0
596,239.8,3,0,1.2,0,0,0,0,1,0,0,0
597,242.3,2,0,1.5,0,0,0,0,1,0,0,0
598,263.1,2,0,2.8,1,0,0,0,1,0,0,0
599,260.5,3,0,3.1,1,0,0,0,1,0,0,0
600,256.0,4,0,2.7,1,0,0,0,1,0,0,0
601,208.7,3,0,4.7,1,0,0,0,0,1,0,0
602,202.6,5,0,6.6,1,0,0,0,1,0,0,0
603,221.9,4,0,6.4,1,0,0,0,1,0,0,0
604,189.2,4,0,9.5,1,0,0,0,1,0,0,0
605,189.1,5,0,3.8,0,0,1,0,0,0,0,0
606,234.6,3,0,7.1,1,1,0,0,1,0,0,0
607,219.8,4,0,1.7,0,0,1,0,0,0,0,0
608,174.3,3,0,5.6,1,0,0,0,0,1,0,0
609,245.5,4,0,4.1,1,0,0,0,1,0,0,0
610,295.5,1,0,1.2,1,0,0,0,1,0,0,0
611,228.3,4,0,5.0,1,0,0,0,1,0,0,0
612,234.5,5,0,5.4,1,1,0,0,1,0,0,0
613,267.7,3,0,4.3,1,1,0,0,1,0,0,0
614,199.2,5,0,5.6,0,0,0,0,1,0,0,0
615,164.0,4,0,7.5,1,0,0,0,0,1,0,0
616,285.6,1,0,1.1,1,0,0,0,1,0,0,0
617,232.5,3,0,7.6,1,1,0,0,1,0,0,0
618,204.7,4,0,7.2,1,0,0,0,1,0,0,0
619,258.0,2,0,2.6,1,0,0,0,1,0,0,0
620,191.1,5,0,9.0,1,0,0,0,1,0,0,0
621,237.9,3,0,5.4,1,0,0,0,1,0,0,0
622,214.5,4,0,4.5,0,0,0,0,1,0,0,0
623,218.8,5,0,6.1,1,0,0,0,1,0,0,0
624,234.4,4,0,2.5,0,0,0,0,1,0,0,0
625,249.5,3,0,4.2,1,0,0,0,1,0,0,0
626,249.1,3,0,4.4,1,0,0,0,1,0,0,0
627,183.6,5,0,7.7,1,0,1,0,0,0,0,0
628,247.7,3,0,5.5,1,0,0,0,1,0,0,0
629,273.4,2,0,2.1,1,0,0,0,1,0,0,0
630,202.0,3,0,3.4,0,0,0,0,0,1,0,0
631,216.9,4,0,4.8,0,0,0,0,1,0,0,0
632,254.5,4,0,2.6,1,0,0,0,1,0,0,0
633,218.7,5,0,3.2,0,0,0,0,1,0,0,0
634,257.8,5,0,3.6,1,0,0,0,1,0,0,0
635,246.3,4,0,2.2,1,0,0,0,1,0,0,0
636,279.1,3,0,2.6,1,1,0,0,1,0,0,0
637,244.7,4,0,1.0,1,0,0,0,1,0,0,0
638,309.8,3,0,1.3,1,1,0,0,1,0,0,0
639,240.5,3,0,1.1,0,0,0,0,1,0,0,0
640,268.4,3,0,3.1,1,0,0,0,1,0,0,0
641,227.6,5,0,5.8,1,0,0,0,1,0,0,0
642,199.7,4,0,2.8,0,0,0,0,0,1,0,0
643,230.3,5,0,5.8,1,1,1,0,0,0,0,0
644,288.2,3,0,1.8,1,1,0,0,1,0,0,0
645,259.0,4,0,3.4,1,0,0,0,1,0,0,0
646,260.9,4,0,3.9,1,0,0,0,1,0,0,0
647,255.7,2,0,1.1,0,0,0,0,1,0,0,0
648,175.3,4,1,6.0,0,0,0,0,1,0,0,0
649,173.5,4,0,5.4,0,0,0,0,0,1,0,0
650,181.9,5,0,8.5,1,0,1,0,0,0,0,0
651,180.4,4,0,9.0,1,0,1,0,0,0,0,0
652,192.6,4,0,1.1,0,0,1,0,0,0,0,0
653,218.9,5,0,3.4,0,0,0,0,1,0,0,0
654,216.8,4,0,5.9,1,0,1,0,0,0,0,0
655,235.0,5,0,3.2,1,0,1,0,0,0,0,0
656,201.1,3,1,5.9,1,0,0,0,1,0,0,0
657,277.6,2,0,1.1,1,0,0,0,1,0,0,0
658,267.7,3,0,3.2,1,0,0,0,1,0,0,0
659,224.7,4,0,1.0,0,0,0,0,1,0,0,0
660,246.9,4,0,6.1,1,0,0,0,1,0,0,0
661,200.1,4,1,2.9,0,0,0,0,1,0,0,0
662,272.7,3,0,2.5,1,0,0,0,1,0,0,0
663,222.1,5,0,4.3,0,0,0,0,1,0,0,0
664,269.4,3,0,3.3,1,0,0,0,1,0,0,0
665,271.9,4,0,1.9,1,0,0,0,1,0,0,0
666,275.9,2,0,3.7,1,0,0,0,1,0,0,0
667,232.8,4,0,1.6,0,0,0,0,1,0,0,0
668,191.5,3,1,3.7,0,0,1,0,0,0,0,0
669,194.5,5,0,4.9,0,0,1,0,0,0,0,0
670,183.5,4,0,8.4,0,0,0,0,1,0,0,0
671,269.7,2,0,2.7,1,0,0,0,1,0,0,0
672,206.1,4,0,5.8,0,0,0,0,1,0,0,0
673,230.2,4,0,1.9,0,0,0,0,1,0,0,0
674,204.7,5,0,5.7,0,0,0,0,1,0,0,0
675,225.7,3,0,6.9,1,0,0,0,1,0,0,0
676,187.0,4,0,10.0,1,1,0,0,1,0,0,0
677,238.4,3,0,5.4,1,0,0,0,1,0,0,0
678,291.8,3,0,2.0,1,1,0,0,1,0,0,0
679,225.3,4,0,3.0,0,0,0,0,1,0,0,0
680,259.5,4,0,3.7,1,0,0,0,1,0,0,0
681,211.7,3,0,6.0,1,0,1,0,0,0,0,0
682,210.3,3,1,3.5,1,0,1,0,0,0,0,0
683,196.5,5,0,7.3,1,0,1,0,0,0,0,0
684,249.9,4,0,4.7,1,0,0,0,1,0,0,0
685,293.8,2,0,1.4,1,0,0,0,1,0,0,0
686,239.5,3,0,6.9,1,0,0,0,1,0,0,0
687,255.1,5,0,3.5,1,0,0,0,1,0,0,0
688,245.8,3,0,6.0,1,0,0,0,1,0,0,0
689,249.6,4,0,4.6,1,0,0,0,1,0,0,0
690,265.8,3,0,2.2,1,1,0,0,1,0,0,0
691,229.1,4,0,8.1,1,1,0,0,1,0,0,0
692,199.2,5,0,6.8,0,0,0,0,1,0,0,0
693,236.9,4,0,6.5,1,0,0,0,1,0,0,0
694,249.4,4,0,2.2,0,0,0,0,1,0,0,0
695,277.1,2,0,1.4,1,0,0,0,1,0,0,0
696,250.5,5,0,4.5,1,0,0,0,1,0,0,0
697,277.6,4,0,2.2,1,1,0,0,1,0,0,0
698,201.3,5,0,8.0,1,0,1,0,0,0,0,0
699,259.1,4,0,1.8,0,0,0,0,1,0,0,0
700,261.3,3,0,1.6,1,0,1,0,0,0,0,0
701,216.7,4,0,3.0,0,0,1,0,0,0,0,0
702,245.9,3,0,5.7,1,0,0,0,1,0,0,0
703,202.5,4,0,8.1,1,0,1,0,0,0,0,0
704,277.6,5,0,3.2,1,0,0,0,1,0,0,0
705,283.0,4,0,3.0,1,0,0,0,1,0,0,0
706,246.2,4,0,2.1,0,0,0,0,1,0,0,0
707,255.2,5,0,4.2,1,0,0,0,1,0,0,0
708,238.8,4,0,1.1,0,0,1,0,0,0,0,0
709,274.7,5,0,3.4,1,0,0,0,1,0,0,0
710,299.7,4,0,4.4,1,0,0,0,1,0,0,0
711,334.1,2,0,1.3,1,1,0,0,1,0,0,0
712,283.1,4,0,5.6,1,1,0,0,1,0,0,0
713,200.0,5,0,6.2,0,0,1,0,0,0,0,0
714,259.5,5,0,5.4,1,0,0,0,1,0,0,0
715,202.0,3,0,9.2,0,0,0,0,1,0,0,0
716,250.3,4,0,9.6,1,1,0,0,1,0,0,0
717,155.1,2,0,9.3,1,0,0,1,0,0,0,0
718,198.0,3,0,2.1,0,0,0,0,0,0,1,0
719,199.8,2,0,4.1,1,0,1,0,0,0,0,0
720,284.8,0,0,0.0007,1,0,0,0,1,0,0,0
721,213.0,3,0,4.8,1,1,1,0,0,0,0,0
722,217.2,4,0,3.9,1,0,0,0,1,0,0,0
723,131.2,5,1,7.0,1,1,0,0,0,1,0,0
724,205.5,4,0,3.4,1,0,1,0,0,0,0,0
725,179.9,3,1,3.9,1,0,0,0,1,0,0,0
726,220.0,4,0,2.1,1,0,0,0,1,0,0,0
727,217.2,4,0,2.1,1,1,1,0,0,0,0,0
728,219.8,4,0,5.9,1,0,0,0,1,0,0,0
729,199.0,5,0,4.1,1,1,1,0,0,0,0,0
730,219.8,1,1,0.9,1,0,0,1,0,0,0,0
731,174.8,4,0,8.6,1,0,1,0,0,0,0,0
732,284.8,0,0,0.0021,1,0,0,0,1,0,0,0
733,195.8,4,0,3.9,0,0,0,0,1,0,0,0
734,240.6,3,0,2.3,0,0,0,0,1,0,0,0
735,275.2,1,0,1.7,1,0,0,0,1,0,0,0
736,288.1,0,0,0.0006,1,0,0,0,1,0,0,0
737,288.1,0,0,0.0006,1,0,0,0,1,0,0,0
738,288.1,0,0,0.0006,1,0,0,0,1,0,0,0
739,234.8,4,0,3.9,1,0,0,0,1,0,0,0
740,301.3,1,0,0.1,1,0,0,0,1,0,0,0
741,188.2,3,0,3.7,1,0,0,0,0,1,0,0
742,201.0,2,0,1.7,0,0,1,0,0,0,0,0
743,194.6,3,1,2.0,1,0,0,0,1,0,0,0
744,155.8,5,0,6.2,1,0,0,0,0,1,0,0
745,208.5,4,0,4.2,0,0,0,0,1,0,0,0
746,196.9,5,0,2.0,0,0,0,0,1,0,0,0
747,189.0,4,0,8.0,1,0,0,0,1,0,0,0
748,169.6,5,0,1.9,0,0,1,0,0,0,0,0
749,216.8,4,0,1.6,1,0,1,0,0,0,0,0
750,244.8,3,0,2.8,1,0,0,0,1,0,0,0
751,239.8,4,0,3.7,1,0,0,0,1,0,0,0
752,258.2,2,0,1.6,1,0,0,0,1,0,0,0
753,176.0,5,0,7.4,0,0,0,0,1,0,0,0
754,229.9,3,0,2.5,0,0,0,0,1,0,0,0
755,180.3,4,0,8.5,1,0,0,0,1,0,0,0
756,173.0,4,0,9.3,1,1,0,0,0,1,0,0
757,195.0,4,0,4.2,1,0,0,0,0,1,0,0
758,240.2,3,0,3.5,1,0,0,0,1,0,0,0
759,309.8,1,0,1.7,1,1,0,0,1,0,0,0
760,183.6,3,1,6.5,1,0,0,0,1,0,0,0
761,247.2,3,0,3.5,1,1,0,0,1,0,0,0
762,200.7,3,0,3.5,0,0,0,0,0,1,0,0
763,172.6,3,0,5.9,1,0,0,0,0,1,0,0
764,260.0,1,0,0.8,0,0,0,0,1,0,0,0
765,317.2,0,0,0.0004,1,0,0,0,1,0,0,0
766,198.8,4,0,6.1,1,0,0,0,1,0,0,0
767,286.8,1,0,1.7,1,0,0,0,1,0,0,0
768,198.7,2,1,3.1,1,0,0,0,1,0,0,0
769,239.8,4,0,3.1,1,0,0,0,1,0,0,0
770,189.8,3,0,8.7,1,0,0,0,1,0,0,0
771,178.7,3,1,2.5,1,0,1,0,0,0,0,0
773,246.5,2,0,1.5,0,0,0,0,1,0,0,0
774,257.0,2,0,3.7,1,0,0,0,1,0,0,0
775,206.3,4,1,3.0,1,0,0,0,1,0,0,0
776,228.0,4,0,2.6,1,0,0,0,1,0,0,0
777,243.7,5,0,3.3,1,0,0,0,1,0,0,0
778,202.0,3,0,6.2,1,0,1,0,0,0,0,0
779,265.9,2,0,1.4,1,0,0,0,1,0,0,0
780,245.0,4,0,1.9,1,0,0,0,1,0,0,0
781,198.0,4,0,1.6,0,0,0,0,1,0,0,0
782,210.6,4,0,5.9,1,0,0,0,1,0,0,0
783,255.8,3,0,1.4,1,0,0,0,1,0,0,0
784,239.0,4,0,2.4,1,0,0,0,1,0,0,0
785,194.5,5,0,3.0,1,0,1,0,0,0,0,0
786,215.9,5,0,2.6,1,1,1,0,0,0,0,0
787,258.0,5,0,3.6,1,1,0,0,1,0,0,0
788,259.3,5,0,4.2,1,0,0,0,1,0,0,0
789,259.8,5,0,2.0,1,1,0,0,1,0,0,0
790,224.8,5,0,5.4,1,0,0,0,1,0,0,0
791,275.5,2,0,1.4,1,0,0,0,1,0,0,0
792,250.9,1,0,0.2,0,0,0,0,1,0,0,0
793,266.9,2,0,2.1,1,0,0,0,1,0,0,0
794,188.8,3,1,1.7,0,0,0,0,1,0,0,0
795,279.8,3,0,2.7,1,0,0,0,1,0,0,0
796,208.8,1,1,0.9,0,0,0,0,1,0,0,0
797,204.7,5,0,7.2,1,0,0,0,1,0,0,0
798,209.0,3,0,6.0,1,1,0,0,0,1,0,0
799,287.5,1,0,0.4,1,1,0,1,0,0,0,0
800,238.8,5,0,3.1,1,0,0,0,1,0,0,0
801,197.7,5,0,6.1,1,0,0,0,1,0,0,0
802,237.6,4,0,1.2,1,0,0,0,1,0,0,0
803,214.9,5,0,1.9,1,0,1,0,0,0,0,0
804,280.8,1,0,0.9,1,0,0,0,1,0,0,0
805,204.5,5,0,3.6,1,0,1,0,0,0,0,0
806,203.8,2,0,2.1,0,0,0,0,0,1,0,0
807,269.9,4,0,1.1,1,1,0,0,1,0,0,0
808,242.6,4,0,3.7,1,0,0,0,1,0,0,0
809,245.3,4,0,2.6,1,0,0,0,1,0,0,0
810,270.0,3,0,0.3,1,0,0,0,1,0,0,0
811,161.8,3,0,9.2,0,0,0,0,0,0,1,0
812,224.0,4,0,4.7,1,0,0,0,1,0,0,0
813,284.5,1,0,3.5,1,1,0,0,1,0,0,0
814,215.8,5,0,3.0,1,0,1,0,0,0,0,0
815,246.3,4,0,3.5,1,0,0,0,1,0,0,0
816,274.8,2,0,1.7,1,0,0,0,1,0,0,0
817,258.1,0,0,0.0004,0,0,0,0,1,0,0,0
818,258.1,0,0,0.0006,0,0,0,0,1,0,0,0
819,238.7,3,0,1.4,1,0,1,0,0,0,0,0
820,258.1,0,0,0.0009,0,0,0,0,1,0,0,0
821,258.1,0,0,0.0008,0,0,0,0,1,0,0,0
822,239.8,5,0,1.9,1,0,0,0,1,0,0,0
823,308.9,1,0,2.7,1,1,0,0,1,0,0,0
824,280.8,1,0,2.3,1,0,0,0,1,0,0,0
825,249.8,3,0,4.1,1,0,0,0,1,0,0,0
826,259.0,3,0,1.8,1,0,0,0,1,0,0,0
827,255.6,3,0,2.3,1,0,0,0,1,0,0,0
828,289.8,1,0,2.5,1,0,0,0,1,0,0,0
829,242.0,5,0,1.8,1,1,0,0,0,1,0,0
830,259.0,1,0,0.4,0,0,0,0,1,0,0,0
831,242.0,4,0,2.7,1,0,0,0,1,0,0,0
832,269.9,2,0,4.2,1,1,0,0,1,0,0,0
833,300.8,1,0,3.3,1,1,0,0,1,0,0,0
834,255.7,4,0,2.2,0,0,0,0,1,0,0,0
835,206.7,4,0,3.7,0,0,0,0,1,0,0,0
836,227.0,5,0,3.4,1,0,0,0,1,0,0,0
837,296.1,1,0,0.7,1,0,0,0,1,0,0,0
838,249.8,5,0,4.3,1,0,0,0,1,0,0,0
839,289.8,2,0,0.6,1,0,0,0,1,0,0,0
840,250.6,4,0,4.2,1,0,0,0,1,0,0,0
841,291.0,1,0,1.5,1,0,0,0,1,0,0,0
842,262.6,3,0,4.0,1,1,0,0,1,0,0,0
843,275.4,2,0,2.1,1,0,0,0,1,0,0,0
844,205.5,3,0,1.1,0,0,1,0,0,0,0,0
845,176.0,4,1,4.0,1,0,1,0,0,0,0,0
846,200.2,4,0,2.1,0,0,1,0,0,0,0,0
847,224.8,4,0,4.1,1,0,0,0,1,0,0,0
848,217.8,5,0,2.0,1,0,1,0,0,0,0,0
849,222.3,5,0,3.4,0,0,0,0,1,0,0,0
850,235.8,5,0,3.2,1,0,0,0,1,0,0,0
851,279.8,2,0,1.1,1,0,0,0,1,0,0,0
852,204.9,4,0,5.3,1,0,1,0,0,0,0,0
853,199.2,3,0,6.4,1,0,1,0,0,0,0,0
854,260.0,4,0,3.4,1,1,0,0,1,0,0,0
855,215.8,2,1,1.0,0,0,0,0,1,0,0,0
856,260.0,2,0,2.5,1,0,0,0,1,0,0,0
857,215.1,4,0,6.4,1,0,0,0,1,0,0,0
858,250.1,4,0,4.1,1,1,0,0,1,0,0,0
859,269.0,3,0,3.5,0,0,0,0,1,0,0,0
860,327.1,0,0,0.0005,1,0,0,0,1,0,0,0
861,275.0,1,0,0.1,0,0,0,0,1,0,0,0
862,295.8,1,0,1.6,1,0,0,0,1,0,0,0
863,250.5,3,0,3.3,1,0,0,0,1,0,0,0
864,235.8,5,0,4.9,1,0,0,0,1,0,0,0
865,248.1,4,0,1.6,1,0,0,0,1,0,0,0
866,280.4,2,0,1.1,1,0,0,0,1,0,0,0
868,319.5,1,0,0.7,1,1,0,0,1,0,0,0
869,220.2,3,0,5.8,1,1,1,0,0,0,0,0
870,268.0,3,0,3.0,1,0,0,0,1,0,0,0
871,264.6,1,0,1.1,0,0,0,0,1,0,0,0
872,264.8,2,0,3.4,1,0,0,0,1,0,0,0
873,171.3,5,0,10.8,1,0,0,0,1,0,0,0
874,259.1,2,0,1.8,1,0,0,0,1,0,0,0
875,234.8,3,0,5.3,1,0,0,0,1,0,0,0
876,235.8,5,0,3.8,1,0,0,0,1,0,0,0
877,264.8,3,0,4.9,1,1,0,0,1,0,0,0
878,320.7,1,0,1.6,1,1,0,0,1,0,0,0
879,244.9,4,0,2.3,1,0,0,0,1,0,0,0
880,205.9,4,0,1.7,0,0,1,0,0,0,0,0
881,250.4,4,0,3.4,1,0,0,0,1,0,0,0
882,245.8,3,0,2.2,0,0,0,0,1,0,0,0
883,290.7,2,0,0.9,1,0,0,0,1,0,0,0
884,268.7,3,0,2.8,1,0,0,0,1,0,0,0
885,214.9,4,0,1.6,0,0,1,0,0,0,0,0
886,250.4,3,0,4.5,1,0,0,0,1,0,0,0
887,234.2,2,0,1.3,0,0,0,0,1,0,0,0
888,213.8,4,0,2.6,0,0,1,0,0,0,0,0
889,331.7,0,0,0.0005,1,0,0,0,1,0,0,0
890,224.8,3,0,7.5,1,0,0,0,1,0,0,0
891,234.9,4,0,2.9,0,0,0,0,1,0,0,0
892,295.8,1,0,1.2,1,0,0,0,1,0,0,0
893,328.2,0,0,0.0003,1,0,0,0,0,0,1,0
894,305.3,1,0,0.6,1,0,0,0,1,0,0,0
895,334.4,1,0,0.3,1,1,0,0,1,0,0,0
896,184.8,3,1,6.3,1,0,0,0,1,0,0,0
897,225.2,4,0,6.3,1,0,0,0,1,0,0,0
898,264.0,2,0,0.3,0,0,0,0,1,0,0,0
899,289.9,2,0,1.6,1,1,0,0,1,0,0,0
900,252.4,2,0,2.1,0,0,0,0,1,0,0,0
901,258.2,4,0,2.2,1,0,0,0,1,0,0,0
902,240.6,3,0,2.2,0,0,0,0,1,0,0,0
903,270.6,3,0,1.2,1,0,0,0,1,0,0,0
904,250.8,4,0,0.4,0,0,0,0,1,0,0,0
905,238.9,3,0,3.2,0,0,0,0,1,0,0,0
906,217.4,5,0,6.4,1,0,0,0,1,0,0,0
907,245.8,5,0,5.3,1,1,0,0,1,0,0,0
908,229.9,4,0,3.3,0,0,0,0,1,0,0,0
909,234.9,4,0,2.1,0,0,0,0,1,0,0,0
910,249.0,3,0,3.1,0,0,0,0,1,0,0,0
911,122.4,5,1,11.8,1,0,0,0,0,1,0,0
912,280.4,2,0,1.0,1,0,0,0,1,0,0,0
913,269.9,2,0,2.1,1,0,0,0,1,0,0,0
914,265.5,3,0,1.7,1,0,0,0,1,0,0,0
915,235.1,4,0,2.7,0,0,0,0,1,0,0,0
916,272.4,5,0,2.7,1,1,0,0,1,0,0,0
917,235.8,2,1,3.4,1,0,0,0,1,0,0,0
918,230.8,5,0,3.1,0,0,0,0,1,0,0,0
919,280.8,2,0,2.6,1,0,0,0,1,0,0,0
920,239.4,5,0,3.7,0,0,0,0,1,0,0,0
921,276.7,4,0,4.0,1,1,0,0,1,0,0,0
922,245.9,5,0,3.9,1,0,0,0,1,0,0,0
923,198.8,3,0,8.6,0,0,0,0,1,0,0,0
924,265.7,4,0,2.8,1,0,0,0,1,0,0,0
